"FoodNumber","FoodGroupCode","FoodName","FoodCategory","Base","Units","Description","Dilution","Comment","EdiblePortion","ACAR","ALCO","BCAR","BCRYPT","BIOT","CA","CHO","CHOL","CL","CMON","CN3","CN6","CU","ENGFIB","FAT","FE","FOLT","FRUCT","GLUC","HFE","I","K","KCALS","KJ","LACT","MALT","MG","MILK","MN","NA","NCF","NHFE","NIACEQU","NMILK","OSUG","P","PANTO","PROT","RET","RIBO","SATFA","SE","STAR","SUCR","THIA","TOTCAR","TOTNIT","TOTSUG","TRANS","VITA","VITB12","VITB6","VITC","VITD","VITE","WATER","ZN","Fruit","DriedFruit","FruitJuice","SmoothieFruit","Tomatoes","TomatoPuree","Brassicaceae","YellowRedGreen","Beans","Nuts","OtherVeg","Beef","Lamb","Pork","ProcessRedMeat","OtherRedMeat","Burgers","Sausages","Offal","Poultry","ProcessedPoultry","GameBirds","WhiteFish","OilyFish","CannedTuna","Shellfish","CottageCheese","CheddarCheese","OtherCheese","AllCheese","AllFish","AllMeat","AllAnimal","CO2e","CO2eRef","FoodAisle"
"7103","37K","SAINSBURYS QUORN PIE","R","100","Grams"," ","1","Changed food group to 37J NDNS comparison study GS 10/04/07","1","90","0","395","5","3","46","27.4","12","1357","8.79",".44","2.38",".11","2.4","20.6",".9","11",".5",".4","0","3","160","319","1331",".1","0","23","1.3",".93","943","7.07",".9","2.3","0","0","109",".2","7.6","88",".14","7.72","3","26",".3",".12","442","1.3","1.4",".04","161","0",".1","1.3",".97","1.9","41.7","2.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,396.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cooked vegetables"
"7106","10R","WHOLE MILK WITH ADDED OMEGA 3","F","100","Grams","Based on St Ivel Advance, whole milk with added omega 3 (derived from fish oils). Data from St Ivel for macronutrients and Ca, otherwise taken from NDNS code 603.","1","NDNS comp study 05/12/07","1","0","0","14","0","3","119","4.7","14","85",".8",".05",".09","0","0","3.7","0","11","0","0","0","39","154","64","268","4.7","0","10","4.7","0","57","6.38","0","1","0","0","94",".6","3.3","27",".24","2.3","1","0","0",".03","14",".5","4.7",".1","29",".7",".1","2","0",".1","87.3",".4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,158.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Milk and cream"
"7112","14R","CHEESE SOFT MEDIUM FAT","F","100","Grams","Updated based on 6 products/4 brands (Philadelphia light, Tesco/ Sainsbury light, Asda reduced fat) NDNS RP yr 2 RS 04.06.09","1","Nutrient analysis of cheese. LGC 1999. Sample 28. Updated (fat, fatty acids, water) NDNS RP yr 2 RS 04.06.09","1","0","0","179","0","5","99","3.5","46","490","3.77",".06",".24","0","0","14.6","0","23","0","0","0","11","120","183","762","3.5","0","10","3.5","0","346","6.38","0","2.8","0","0","129",".2","9.8","131",".26","9.42","0","0","0",".03","179","1.5","3.5",".28","161",".3","0","0",".1",".4","72.1",".7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100",100.0,0.0,0.0,100.0,1110.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cheese and butter"
"7127","15B","YOGURT, SOYA ALTERNATIVE, WITH FRUIT PIECES, FORTIFIED WITH CA, B2, B12 AND VIT D","F","100","Grams","Updated data Alpro soya fruit yogurts (fortificants are Ca, B2, B12). Reviewed for NDNS Yr 2 - no update, recently reviewed by HNR (SKD) 17/06/09. Updated 07/06/11 EF with Alpro fruit pieces ONLY","1","LIDNS mainstage Q3 14/3/05. Updated for NDNS RP yr1 31/03/09 EF. Updated for NDNS RP yr3 07/06/11 EF","1","0","0","0","0","1","120","10.5","0","99",".4",".15","1.18","0",".9","2.1",".5","6","1.7","2.3","0","10","94","73","309","0","0","15","1.9",".18","66","5.7",".5",".9","8.3","0","72",".1","3.7","23",".24",".3","2",".3","6.3",".11","0",".6","10.2","0","23",".4","0","5.5",".75","1.9","82.8",".2","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,90.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Milk and cream"
"7129","1F","PAELLA MADE WITH RICE, CHICKEN, COD, PRAWN, PEAS AND RED PEPPER. READYMEAL CO-OP","R","100","Grams"," ","1","LIDNS mainstage q3 2/3/05 lw","1","0","0","46","3","1","17","19.1","17","495",".9",".09","1.76",".08",".4","3.6",".3","7",".5",".4","0","9","82","126","534","0","0","12",".5",".19","289","6.09",".3","2.2",".9","0","61",".2","5.5","1",".02",".66","7","17.7",".4",".04","47",".9","1.4",".02","9",".3",".1","5.2",".01","1.3","71.5",".5","0","0","0","0","0","0","0","5","0","0","6","0","0","0","0","0","0","0","0","6","0","0","6","0","0","5","0","0","0",0.0,11.0,6.0,17.0,530.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"7130","23A","YORKSHIRE PUDDING FILLED WITH GRAVY, BEEF AND VEGETABLES. READY MEAL","F","100","Grams","Chged from At Code: 4112 (16), 969 (13), 1714 (4), 1808 (3), 1786 (2), 2425 (61.9), 2522 (0.1), and updated from 4 products/3 brands NDNS RP yr 2 RS 03.06.09","1","LIDNS mainstage q3 lw 2/3/05. name changed from Yorkshire pudding filled with gravy, beef and veg. ready meal Iceland and updated (water, macronutrients, fibre) NDNS RP yr 2 RS 03.06.09","1","78","0","237","0","1","30","18.3","19","342","2.8",".11",".75",".03","1.4","5.6",".7","15","0",".1",".1","6","103","151","634",".7","0","9","1",".1","279","7.36",".5","2.5","0","0","62",".2","8","4",".09","1.08","2","17.3",".2",".05","276","1.1","1",".59","50",".4",".1",".6",".08",".1","66.7",".9","0","0","0","0","0","0","0","4","0","0","5","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,13.0,13.0,1800.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Beef and lamb"
"7137","37L","DALEPAK VEGETARIAN GRILLS","R","100","Grams"," ","1"," ","1","289","0","943","0","3","127","22.4","12","508","6.08",".57","3.8",".16","1.2","12.9","1","17",".3",".3","0","12","185","221","928","2.6","0","40","3.8",".33","296","6.35","1","2.2","0","0","128",".5","5.4","21",".11","1.72","4","18.5",".6",".12","1088",".9","3.8","0","202",".2",".1","2.2",".2","2.1","57.5",".9","0","0","0","0","0","0","0","9.23","0","0","15.38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,270.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cooked vegetables"
"7142","39B","MASHED NEW POTATOES WITH REDUCED FAT (70-80%) PUFA MARGARINE","R","100","Grams"," ","1","LIDNS mainstage q4 15/3/05 lw","1","0","0","23","0","0","11","14.2","0","127",".9",".14","1.14",".08",".9","3.1",".6","20",".4",".5","0","1","359","87","368","0","0","17","1",".11","33","6.25",".6","1","0","0","42",".5","1.7","30",".01",".7","0","13.1",".2",".12","23",".3","1",".01","34","0",".1","6.3",".29","1.4","79.4",".2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,220.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Potato"
"7150","39B","BOILED OR MASHED POTATOES, OLD, WITH SPREADABLE BUTTER REDUCED FAT","R","100","Grams"," ","1","LIDNS Mainstage Q4 16/03/05 BH","1","0","0","17","0","0","7","16.7","6","99","1.09",".1",".3",".06",".9","3.1",".3","17",".3",".3","0","2","348","98","412","0","0","17",".8",".11","21","6.26",".3",".9","0","0","30",".4","1.7","19",".01","1.32","0","15.9",".2",".2","17",".3",".8",".05","22","0",".1","8.7","0",".4","76.8",".2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,220.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Potato"
"7164","11R","SEMI-SKIMMED MILK WITH ADDED OMEGA 3","F","100","Grams","Based on St Ivel Advance semi-skimmed milk with added omega 3 (derived from fish oils). Data from St Ivel for macronutrients and Ca, otherwise taken from NDNS code 8543.","1","NDNS comp study 05/12/07","1","0","0","9","0","4","122","5","6","87",".4",".03",".05","0","0","1.7","0","12","0","0","0","37","157","48","201","5","0","10","5","0","57","6.38","0",".9","0","0","96","1","3.4","21",".25","1","1","0","0",".03","9",".5","5",".07","23",".9",".1","2","0",".1","89.9",".4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,141.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Milk and cream"
"7165","2R","WHITE BREAD WITH ADDED OMEGA 3","F","100","Grams","Based on Kingsmill Headstart bread with added omega 3 (derived from refined fish oils). Data from Kingsmill for macronutrients, otherwise taken from NDNS code 120.","1","NDNS comp study 05/12/07","1","0","0","0","0","1","177","48.9","0","750","1",".07",".73",".17","2.7","2.1","1.6","24",".5","0","0","4","137","238","1011","0","3.2","24","3.7",".49","470","5.7","1.6","3.7","0","0","98",".4","8.9","0",".07",".3","8","45.2","0",".24","0","1.6","3.7","0","0","0",".1","0","0",".2","40.1",".8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,162.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7178","1R","BULGHUR WHEAT RAW","F","100","Grams"," ","1","Updated for NDNS rolling programme using flours and grains analytical data, sample 51.  NK 24/1/07","1","0","0","0","0","5","29","77.8","0","97",".28",".05",".81",".46","4.8","2","2","27","0","0","0","0","355","352","1499","0","0","85","5.1","1.56","5","5.7","2","7.3","0","4","282",".7","10.6","0",".06",".28","4","72.7","1",".25","0","1.9","5.1","0","0","0",".3","0","0",".4","10.3","2.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,320.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7183","12R","FLORA PRO ACTIV SKIMMED MILK","F","100","Grams","Nutrient profile as skimmed milk codes 8544 and 613 with amendments where neccessary to meet manufacturers data_x000D_-Looked at for RP yr 5 p2 not updated NP 29/5/2013","1","NDND comp study 19/12/07_x000D_-Looked at for RP yr 5 p2 no nutrients updated NP 29/5/2013","1","0","0","0","0","3","124","4.8","4","87",".06","0",".01","0","0",".2","0","13","0","0","0","43","164","34","144","4.8","0","11","4.8","0","100","6.38","0",".8","0","0","99",".4","3.5","0",".21",".1","1","0","0",".03","0",".5","4.8","0","0",".9",".1","1.8","0","0","90.8",".5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,123.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Milk and cream"
"7189","37K","QUORN MYCOPROTEIN AND PIECES","F","100","Grams","RHM selected foods sample 20. 1994_x000D_-Average macronutrient data for mince, chicken style pieces, chicken strips, beef style pieces, Swedish style balls","1","some values updated from mw6 842 lw 11/5/05_x000D_-Changed food group to 37J NDNS comparison study GS 10/04/07. Updated name and macronutrients 24/04/09 EF","1","0","0","0","0","6","28","5.5","1","90",".48",".1",".9",".1","3.8","2.2",".4","21",".4",".3","0","3","118","98","416",".2","0","31",".9","2.1","312","6.24",".4","3","0","0","218",".1","14.5","0",".39",".58","3","4.6","0",".1","0","2.3",".9",".12","0","0","0","0","0","0","74","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,396.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cooked vegetables"
"7203","42R","QUAVERS","F","100","Grams","Data from Walkers for all flavours of Quavers potato snacks. Estimates from code 1905.Three products, One brand Update KP, 8/6/09. NaCl updated based on 3 products 1 brand 17.06.11 RS","1","NDNS comp study 06/12/07. Missing data; Se, niacin, trypt/60. Update (fibre, CHO, Na, Cl)  KP, 8/6/09. NaCl updated 17.06.11 RS","1","0","0","0","0","1","34","67.9","0","2310","23",".5","3",".04","1","30","1","41",".2",".3","0","2","184","535","2240",".8","0","14","2.4",".14","980","6.25","1",".9","0","0","84",".9","2.5","0",".1","2.5","3","65.6","1.1",".21","0",".4","2.4",".1","0","0",".1","0","0","5.7","5.5",".2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".1",0.1,0.0,0.0,0.1,217.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Potato"
"7208","50R","COCONUT MILK REDUCED FAT PURCHASED","F","100","Grams","Blue Dragon and Bart reduced fat coconut milk. Entered as recipe and converted to adjust for manufacturers data; 5000(75), 2181(25)","1","NDNS comp study 06/12/07. Missing data; Se, niacin, trypt/60","1","0","0","0","0","0","3","3.1","0","28",".51","0",".21",".08","0","9",".5","7","0","0","0","0","93","96","396","0","0","10","2",".25","4","6.01",".5",".3","0","0","24",".1",".8","0","0","7.76","0","1.1","2",".01","0",".2","2","0","0","0","0",".8","0",".2","86.3",".1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,473.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Savoury sauces, pickles, gravies & condiments"
"7216","37M","POTATO AND ONION CURRY PURCHASED","F","100","Grams","Data from MW veg supp, code 143 Punjabi curry","1","NDNS comp study 06/12/07","1","0","0","160","0","1","15","13.6","10","390","1",".1",".1",".1","1.2","4","1","11",".8",".9","0","4","310","95","398","0","0","17","2.7",".3","230","6.33","1","1","0",".4","37",".3","1.9","37",".02","2.5","1","11",".6",".13","160",".3","2.7","0","64","0",".2","5","0",".5","77.5",".4","0","0","0","0","0","4.15","0",".39","0","0","13.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,260.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cooked vegetables"
"7217","27B","CHICKEN WITH BLACK BEAN SAUCE","R","100","Grams"," ","1","LIDNS mainstage q4 lw 5/4/05","1","0","0","4","1","3","52","7","48","1033","2.51",".07","1",".13","1.2","4.6","3.5","69","1.5","1.2",".1","3","296","132","556","0","0","40",".9",".28","476","7.35","3.3","7","5.5","0","137",".6","16.1","5",".13",".77","7",".6","3.6",".83","4","2.6","6.3",".01","6",".2",".2",".2",".08",".2","67.7","1","0","0","0","0","0","0","0","0","2.92","0","6.6","0","0","0","0","0","0","0","0","46.22","0","0","0","0","0","0","0","0","0",0.0,0.0,46.22,46.22,400.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Chicken and turkey"
"7226","44R","CHOCOLATE ENERGY AND PROTEIN BARS, FORTIFIED, WITH SWEETENERS EG ATKINS ADVANTAGE","F","100","Grams","Updated based on Atkins bar 20.06.11 RS","1","manu data, lidns mainstage lw 7/6/05. Vitamin D updated 20.06.11 RS","1","0","0","174","0","24","423","43.8","10","156","5",".05",".55",".24",".8","14.8","6.7","125","0","0","0","55","390","400","1685",".3","0","55",".3",".22","70","6.25","6.7","11.4","1.7","0","202","1.5","25.7","340","1.03","7.99","4","41.8","1.6",".82","174","4.1","2",".2","369",".7",".6","69.7","0","3.7","15.7","1.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,933.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Chocolate"
"7227","38C","POTATO FARL, PURCHASED","F","100","Grams"," ","1","LIDNS Mainstage Q4 12/04/05 BH _x000D_-Manufacturers data. Gaps filled with potato scones.","1","0","0","2","0","1","130","36.3","0","342","1.4",".18",".69",".18","1.6","2.8","1","9","1.7","1.7","0","13","180","173","735","5.1",".6","16","10.2",".62","580","6.25","1","1.9","0","0","410",".2","3.1","0",".04",".33","2","26","1.1",".14","2",".5","10.2","0","0","0",".1","2","0",".6","58.1",".5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,260.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Potato"
"7229","38C","POTATO FARL, PURCHASED, TOASTED OR GRILLED","R","100","Grams"," ","1","LIDNS mainstage Q4 12/04/05 BH_x000D_-","1","0","0","2","0","1","159","44.3","0","417","1.71",".22",".84",".22","2","3.4","1.2","5","2.1","2.1","0","16","220","211","896","6.2",".7","20","12.4",".76","707","7.62","1.2","2.3","0","0","500",".2","3.8","0",".04",".4","2","31.7","1.3",".15","2",".6","12.4","0","0","0",".1","2.4","0",".7","48.9",".6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,260.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Potato"
"7232","38C","POTATO FARL, PURCHASED, FRIED IN BLENDED VEGETABLE OIL","R","100","Grams"," ","1","LIDNS mainstage Q4 12/04/05 BH","1","0","0","1","0","1","91","25.4","0","239","16.94","2.08","7.46",".13","1.1","31.9",".7","6","1.2","1.2","0","12","126","391","1623","3.6",".4","11","7.1",".43","406","6.25",".7","1.3","0","0","287",".1","2.2","0",".03","3.73","1","18.2",".8",".1","1",".3","7.1","0","0","0",".1","1.4","0","7.1","40.7",".3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,260.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Potato"
"7304","56R","MACADAMIA NUTS SALTED","F","100","Grams","fruit and nut supplement 823_x000D_-","1"," ","1","0","0","0","0","6","47","4.8","0","390","60.8","0","1.6",".43","5.3","77.6","1.6","83",".1",".1","0","3","300","748","3082","0","0","100","4","5.5","280","5.3","1.6","3.3","0","0","200",".6","7.9","0",".06","11.2","7",".8","3.8",".28","0","1.5","4","0","0","0",".3","0","0","1.5","1.3","1.1","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,300.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Nuts and seeds"
"7318","50R","VEGETABLE SPREAD EG GRANOSE","R","100","Grams"," ","1"," ","1","0","0","3","0","12","130","5.9","0","810","5.07",".52","1.97",".13","3","13.4","4.2","110",".2","0","0","1","300","173","718","0","0","28",".2",".5","540","6.25","4.2","6.3","0","0","190",".1","7.5","0","1.3","5.04","2","5.7","0","2.1","3","1.2",".2",".18","1","0",".5","0","0",".6","64.9","2.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,160.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Savoury sauces, pickles, gravies & condiments"
"7600","1R","COUS COUS COOKED","F","100","Grams"," ","1","Updated for NDNS rolling programme using flours and grains analytical data, sample 49.  NK 24/1/07","1","0","0","0","0","2","20","37.5","0","82",".12",".02",".38",".21","1.9","1","1","13","0","0","0","0","154","178","759","0",".8","32","1",".55","4","5.7","1","3.3","0","0","129",".4","7.2","0","0",".14","3","36.5",".2",".13","0","1.3","1","0","0","0",".1","0","0",".1","53.8",".9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,320.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7601","1E","PASTA, LASAGNE, WHITE, BOILED","F","100","Grams"," ","1","13/08/04 Updated Pasta and Pasta Sauce Project 2004, NS.","1","0","0","0","0","0","25","32.9","0","50",".05",".01",".14",".19","2.7",".4",".7","5","0","0","0","4","40","146","623","0",".6","22",".6",".37","5","5.7",".7","2.4","0","0","77",".3","4.8","0",".03",".06","6","32.3","0","0","0",".8",".6","0","0","0","0","0","0",".1","58.3",".6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,320.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7602","1D","SPAGHETTI, CANNED IN TOMATO SAUCE, REDUCED SUGAR","F","100","Grams"," ","1","16/08/04 updated Pasta and pasta sauce project 2004 BH","1","0","0","88","0","1","13","11","0","661",".04",".01",".11","0","1.3",".3",".6","4",".4",".4","0","0","122","49","205","0","0","9","1.4",".11","423","5.7",".6","1.2","0","0","27",".2","2.1","0",".01",".05","2","9.6",".6",".09","88",".4","1.4","0","15","0",".1","0","0",".3","80.5",".2","0","0","0","0","0","21.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,120.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7603","1R","YORKSHIRE PUDDING MADE WITH SEMI-SKIMMED MILK","R","100","Grams"," ","1","Amended description 11/11/10 EF","1","0","0","5","0","5","117","25","58","947","2.74",".06",".37",".05",".9","8.3",".8","8","0","0","0","21","179","195","819","2.8","0","16","2.9",".2","591","7.38",".8","1.9","0","0","124",".5","6.7","28",".21","4.1","4","22",".1",".09","5","1.1","2.9",".29","29",".8",".1",".7",".43",".4","58.2",".6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,491.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7609","59R","BREAD HIGH FIBRE WHITE","F","100","Grams","Original data Cereals supplement 1988 102","1","Na revised in line with MW7 bread with added fibre. GS 13/01/14 - Update fibre based on manufacturer's information (2 products) - 24.02.2014 NZ","1","0","0","0","0","1","100","46.8","0","830",".03",".03",".47",".13","6","1.3","1.4","17","0","2.3","0","6","99","217","926","0","0","20","3",".41","370","5.7","1.4","3.1","0","0","79",".3","7.6","0",".05",".37","6","43.8",".7",".2","0","1.3","3",".03","0","0",".1","0","0","0","40.4",".5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,162.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7610","59R","BREAD HIGH FIBRE WHITE TOASTED","R","100","Grams"," ","1"," ","1","0","0","0","0","1","119","55.7","0","988",".04",".04",".56",".15","7.1","1.5","1.7","20","0","2.7","0","7","118","258","1102","0","0","24","3.6",".49","440","6.79","1.7","3.7","0","0","94",".4","9","0",".06",".44","7","52.1",".8",".2","0","1.6","3.6",".04","0","0",".1","0","0","0","29",".6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,162.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7613","59R","BREAD HIGH FIBRE FRIED IN PUFA","R","100","Grams"," ","1"," ","1","0","0","0","0","1","70","32.8","0","581","7.18",".85","16.84",".09","4.2","30.9","1","12","0","1.6","0","4","69","422","1757","0","0","14","2.1",".29","259","5.86","1","2.2","0","0","55",".2","5.3","0",".04","4.47","4","30.7",".5",".14","0",".9","2.1",".02","0","0",".1","0","0","8.3","28.3",".3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,162.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7614","3R","BREAD WHOLEMEAL SLIMMERS EG NIMBLE, WEIGHT WATCHERS DANISH BROWN","F","100","Grams","Original data based on white slimmers bread","1","updated 10/03/05","1","0","0","0","0","6","106","41.6","0","821",".57",".09",".69",".23","5","2.3","2.4","40",".3",".1","0","0","253","221","940","0","1.5","66","1.9","1.8","500","5.83","2.4","6.1","0","0","202",".6","11.1","0",".05",".75","7","39.7","0",".25","0","1.9","1.9",".04","0","0",".1","0","0",".3","43.7","1.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,162.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7615","2R","GARLIC (& HERB) BREAD","F","100","Grams","Updated for Yr 3 RP - Based on Nutrient analysis trans survey (2) SKD 22/06/10 Micronutrients updated for the Phase 2 (NDNS RP Yr4) using data from Trans analytical survey sample 2, HO 15/03/12","1","Nutrient analysis of bread.LGC 1999. Smple 29. Updtd :Yr 3 RP SKD 22/06/10 bsed on Nutrient analysis trns srvey (2) (Enrgy,Protein,CHO profile,fat profile, fibre).Micros updtd:Phse 2(NDNS RP Yr4)usd data:Trans analytical srvey smple 2 HO 27/03/12_x000D_-","1","0","0","53","0","1","126","45.1","31","730","5.09",".32","1.24",".08",".8","16.7","1.6","11",".2",".1","0","3","149","348","1459","0","2.5","21","2.9",".6","476","5.7","1.6","2.8","0","0","88",".2","7","179",".13","8.63","1","42.2","0",".23","53","1.2","2.9",".31","188",".1",".1","0","0","1.8","25.8",".7","0","0","0","0","0","0","0",".33","0","0","2.21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,450.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7616","59R","GRANARY FRENCH STICK","F","100","Grams"," ","1","Nutrient analysis of bread. LGC 1999. Sample 27","1","0","0","0","0","1","209","55.9","0","796",".58",".07",".64",".18","3.6","2.3","1.9","89",".3",".2","0","8","191","274","1167","0","2.5","39","3",".82","599","5.7","1.9","5.1","0","0","138",".5","11.1","0",".09",".56","3","52.9","0",".24","0","1.9","3",".02","0","0",".2","0","0",".2","26.7","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,162.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
