FoodNumber,FoodName,CO2e,CO2eRef
6993,"CHICKEN FRIED RICE TAKEAWAY",  266,"Average of CO2e values for Rice from From Clune et al 2017, multiplied by1"
6994,"SESAME PRAWN TOASTS",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
6995,"VEGETABLE ENCHILADAS", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
6996,"NACHOS CHEESE (CORN CHIPS WITH MELTED CHEESE AND SALSA)",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
6997,"YOGURT, GREEK STYLE , COWS, WITH HONEY, WHOLE MILK",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
6998,"CIDER, VINTAGE, CANNED",   93,"Average of Tesco Lager (720 gCO2e Per litre i.e. 720/1000) and Navarro 2017 <The carbon footprint values of investigated wineries per RU (0.75 L of wine) in the present study are found in the range between 0.17 and 2.18 kg CO2-eq, the average being 0.85 kg CO2-eq/bottle of wine.>"
6999,"CIDER VINTAGE, NOT CANNED",   93,"Average of Tesco Lager (720 gCO2e Per litre i.e. 720/1000) and Navarro 2017 <The carbon footprint values of investigated wineries per RU (0.75 L of wine) in the present study are found in the range between 0.17 and 2.18 kg CO2-eq, the average being 0.85 kg CO2-eq/bottle of wine.>"
7000,"HERBAL TEA AS SERVED",   17,"From some reference (?!!! Agapazic??) I have noted: Fig 5 assuming 2x water boiled <Therefore, the GWP results for the functional unit of 1 kg of dry tea considered in this study have been converted to the GWP of 1 cup of tea (assuming, as before, 2 g of tea per bag and 250 ml of water)."
7006,"ALCOHOL SOFT DRINKS, SPIRIT BASED, DIET/NAS E.G BARCARDI BREEZER DIET",   93,"Average of Tesco Lager (720 gCO2e Per litre i.e. 720/1000) and Navarro 2017 <The carbon footprint values of investigated wineries per RU (0.75 L of wine) in the present study are found in the range between 0.17 and 2.18 kg CO2-eq, the average being 0.85 kg CO2-eq/bottle of wine.>"
7008,"SALMON AND BROCCOLI IN PUFF PASTRY, PURCHASED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7009,"BOILED OR MASHED NEW POTATOES WITH BUTTER", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
7014,"PINE NUTS",  174,"Average of CO2e values for Almonds from From Clune et al 2017, multiplied by1"
7016,"CABBAGE FRIED IN BLENDED VEGETABLE OIL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7019,"LIGHTER LIFE TOTAL BALANCE SOUP POWDER FORTIFIED",  100,"Dont know what to put here so put 1"
7025,"KELLOGGS ALL BRAN CRUNCHY OAT BAKES",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7027,"FLORA NO SALT FAT SPREAD",  882,"Average of CO2e values for Cheese from From Clune et al 2017, multiplied by1"
7028,"BULGAR WHEAT COOKED",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7032,"CHEESE SAUCE MADE WITH CHEESE AND WHOLE MILK ONLY",  100,"No idea so default to 1 - likely from the processing?"
7037,"CAROB CHOCOLATE SUBSTITUTE",  437,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by3.1278"
7039,"CHEESE SAUCE MADE WITH SEMI-SKIMMED MILK, NO FAT",  100,"No idea so default to 1 - likely from the processing?"
7040,"STEWED LEAN MINCE BEEF WITH ONION",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
7051,"RAISIN WHEATS, KELLOGGS",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7052,"ASDA CHOCO SQUARES CEREAL FORTIFIED",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7053,"BARLEY CUP DRY WEIGHT",  100,"Dont know what to put here so put 1"
7057,"CHEESE GOATS FULL FAT",  882,"Average of CO2e values for Cheese from From Clune et al 2017, multiplied by1"
7065,"VECON",  100,"No idea so default to 1 - likely from the processing?"
7082,"FRUIT BASED PANNACOTTA",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7085,"POTATO SKINS WITH CHEESE AND BACON", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
7093,"PINEAPPLE DRIED", 78.6,"Average of CO2e values for Bananas  from From Clune et al 2017, multiplied by1"
7094,"CHICKEN KORMA WITH RICE READY MEAL",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
7100,"GLUTEN FREE PASTA (RICE AND MILLET) BOILED",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7103,"SAINSBURYS QUORN PIE", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7106,"WHOLE MILK WITH ADDED OMEGA 3",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7112,"CHEESE SOFT MEDIUM FAT",  882,"Average of CO2e values for Cheese from From Clune et al 2017, multiplied by1"
7127,"YOGURT, SOYA ALTERNATIVE, WITH FRUIT PIECES, FORTIFIED WITH CA, B2, B12 AND VIT D",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7129,"PAELLA MADE WITH RICE, CHICKEN, COD, PRAWN, PEAS AND RED PEPPER. READYMEAL CO-OP",  266,"Average of CO2e values for Rice from From Clune et al 2017, multiplied by1"
7130,"YORKSHIRE PUDDING FILLED WITH GRAVY, BEEF AND VEGETABLES. READY MEAL",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
7137,"DALEPAK VEGETARIAN GRILLS", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7142,"MASHED NEW POTATOES WITH REDUCED FAT (70-80%) PUFA MARGARINE", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
7150,"BOILED OR MASHED POTATOES, OLD, WITH SPREADABLE BUTTER REDUCED FAT", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
7164,"SEMI-SKIMMED MILK WITH ADDED OMEGA 3",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7165,"WHITE BREAD WITH ADDED OMEGA 3",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7178,"BULGHUR WHEAT RAW",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7183,"FLORA PRO ACTIV SKIMMED MILK",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7189,"QUORN MYCOPROTEIN AND PIECES", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7203,"QUAVERS", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
7208,"COCONUT MILK REDUCED FAT PURCHASED",  100,"No idea so default to 1 - likely from the processing?"
7216,"POTATO AND ONION CURRY PURCHASED", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7217,"CHICKEN WITH BLACK BEAN SAUCE",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
7226,"CHOCOLATE ENERGY AND PROTEIN BARS, FORTIFIED, WITH SWEETENERS EG ATKINS ADVANTAGE",  437,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by3.1278"
7227,"POTATO FARL, PURCHASED", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
7229,"POTATO FARL, PURCHASED, TOASTED OR GRILLED", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
7232,"POTATO FARL, PURCHASED, FRIED IN BLENDED VEGETABLE OIL", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
7304,"MACADAMIA NUTS SALTED",  174,"Average of CO2e values for Almonds from From Clune et al 2017, multiplied by1"
7318,"VEGETABLE SPREAD EG GRANOSE",  100,"No idea so default to 1 - likely from the processing?"
7600,"COUS COUS COOKED",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7601,"PASTA, LASAGNE, WHITE, BOILED",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7602,"SPAGHETTI, CANNED IN TOMATO SAUCE, REDUCED SUGAR",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7603,"YORKSHIRE PUDDING MADE WITH SEMI-SKIMMED MILK",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7609,"BREAD HIGH FIBRE WHITE",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7610,"BREAD HIGH FIBRE WHITE TOASTED",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7613,"BREAD HIGH FIBRE FRIED IN PUFA",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7614,"BREAD WHOLEMEAL SLIMMERS EG NIMBLE, WEIGHT WATCHERS DANISH BROWN",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7615,"GARLIC (& HERB) BREAD",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7616,"GRANARY FRENCH STICK",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7617,"OATMEAL BREAD",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7618,"BREAD OATMEAL TOASTED",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7620,"ROLLS BROWN GRANARY WHEATGERM CRUSTY",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7621,"BROWN, GRANARY, WHEATGERM ROLLS, SOFT, NOT FORTIFIED EG NOT MORRISONS",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7622,"NAAN BREAD PLAIN",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7623,"BRAN FLAKES, OWN BRAND, NOT KELLOGGS",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7624,"BRANFLAKES WITH SULTANAS, OWN BRAND",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7626,"FROSTED CORNFLAKES, OWN BRAND, NOT KELLOGGS",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7629,"MUESLI WITH ADDED SUGAR, WITH EXTRA FRUIT AND NUTS E.G. SAINSBURY'S LUXURY MUESLI",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7630,"RICE KRISPIES OWN BRAND NOT KELLOGGS",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7632,"WEETOS, CHOCOLATE COVERED RINGS",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7637,"NESTLE CHEERIOS MULTIGRAIN, NOT HONEY NUT",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7641,"R.BREK FLAV. WHOLE MILK",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7642,"R.BREK FLAV. SEMI SKIM",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7643,"READY BREK FLAV. SKIMMED MILK",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7644,"PORRIDGE MADE WITH BRAN AND WHOLE MILK AND ADDED SALT",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7645,"PORRIDGE MADE WITH BRAN AND SEMI-SKIMMED MILK AND ADDED SALT",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7646,"PORRIDGE MADE WITH BRAN AND SKIMMED MILK AND ADDED SALT",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7649,"BREAD STICKS EG GRISSINI", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7650,"CORNISH WAFERS", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7651,"COCONUT COOKIES AND BISCUITS", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7652,"WHOLEMEAL CRACKERS OR FARMHOUSE CRACKERS", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7653,"CRISPBREAD RYE WITH SESAME/ SUNFLOWER SEEDS", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7654,"C'BREAD NOTRYVITA POP/SES SEED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7656,"HARVEST CHEWEEE CEREAL BARS ONLY ONLY, FORTIFIED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7657,"DIGESTIVES WITH OATS PLAIN EG HOB NOBS RUSTICS", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7658,"DIGESTIVES WITH OATS, CHOCOLATE 1/2 COATED EG HOB NOBS", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7661,"JAFFA CAKES", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7662,"COOKIES AND BISCUITS WITH CHOCOLATE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7663,"COOKIES AND BISCUITS WITH CHOCOLATE AND NUTS", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7664,"FIG ROLLS", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7666,"HOMEMADE BISCUITS WHOLEMEAL", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7667,"GINGERNUT BISCUITS HOMEMADE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7673,"RUSKS TEETHING",  100,"Dont know what to put here so put 1"
7675,"HOT CROSS BUNS, CURRANT BUNS,  WHOLEMEAL", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7676,"CHOUX BUNS FILLED WITH FRESH CREAM NOT ICED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7677,"CHOUX BUN FILLED WITH FRESH CREAM, ICED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7678,"DOUGHNUTS WITH CONFECTIONERS CUSTARD FILLING", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7679,"ICED OR GLAZED RING DOUGHNUTS", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7680,"ECLAIRS AND PROFITEROLES, CHOCOLATE ICING, FRESH CREAM FILLING, HOMEMADE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7681,"MINCE PIES S/C HALF MARG/LARD", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7682,"PINNI; DABRA", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7683,"SEVYIAAN", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7684,"STRAWBERRY TARTLETS WITH FRESH CREAM, SHORTCRUST PASTRY, PURCHASED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7685,"CARROT CAKE NO ICING, HOMEMADE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7686,"CHERRY CAKE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7687,"CUPCAKES PURCHASED, ANY FLAVOUR", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7688,"COCONUT CAKE PURCHASED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7689,"FAIRY CAKE, PLAIN, ICED, PURCHASED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7690,"WHOLEMEAL FRUIT CAKE PURCHASED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7691,"GINGERBREAD / GINGERCAKE PURCHASED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7692,"WELSH CAKES", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7693,"INST. DESSERT SUGAR FREE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7694,"GATEAU CHOCOLATE (SPONGE) PURCHASED EG BLACK FOREST", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7695,"CREME CARAMEL PURCHASED",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7696,"CREAM DESSERTS CHOC/CARAMEL NOT FRUIT CONTAINING",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7698,"CRUMBLE WHOLEMEAL ANY FRUIT", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7699,"CONFECTIONERS CUSTARD", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7700,"FLAN FRUIT WITH RICH SHORTCRUST PASTRY", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7701,"FRUIT SUNDAES", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7702,"JELLY MADE WITH SEMI-SKIMMED MILK",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7703,"JELLY MADE WITH SKIMMED MILK",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7704,"JELLY LOW IN SUGAR MADE WITH WATER", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7705,"JELLY LOW SUGAR MADE WITH WHOLE MILK",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7706,"JELLY LOW SUGAR MADE WITH SEMI-SKIMMED MILK",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7707,"JELLY LOW SUGAR MADE WITH SKIMMED MILK",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7708,"LEMON MERINGUE PIE, PURCHASED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7709,"MOUSSE CHOCOLATE RICH",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7710,"MOUSSE CHOCOLATE NOT HOMEMADE NOT RICH",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7713,"SPOTTED DICK", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7714,"MARS BAR MILK",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7715,"SOYA ALTERNATIVE TO MILK FLAVOURED",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7716,"COFFEE WHITENER POWDER, FULL FAT, DRY WEIGHT",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7717,"COFFEE MATE POWDER",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7718,"ELMLEA WHIPPING CREAM",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7719,"SMATANA",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7720,"DREAM TOPPING MADE UP WITH SEMI-SKIMMED MILK",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7722,"ONIONS-SPRING-BULB & TOP RAW",  229,"Average of CO2e values for Tomatoes (G) from From Clune et al 2017, multiplied by1"
7725,"COTTAGE CHEESE LOW FAT PLAIN",  882,"Average of CO2e values for Cheese from From Clune et al 2017, multiplied by1"
7726,"COTTAGE CHEESE, LOW FAT WITH ADDITIONS",  882,"Average of CO2e values for Cheese from From Clune et al 2017, multiplied by1"
7727,"CHEESE EDAM REDUCED FAT",  882,"Average of CO2e values for Cheese from From Clune et al 2017, multiplied by1"
7728,"RICOTTA",  882,"Average of CO2e values for Cheese from From Clune et al 2017, multiplied by1"
7731,"CHEESE, CHEDDAR TYPE, HALF FAT",  882,"Average of CO2e values for Cheese from From Clune et al 2017, multiplied by1"
7733,"CHEESE SPREAD WITH SUNFLOWER OIL",  882,"Average of CO2e values for Cheese from From Clune et al 2017, multiplied by1"
7734,"QUARK",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7735,"FROMAGE FRAIS, FULL FAT, NATURAL, UNSWEETENED",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7738,"FROMAGE FRAIS, VIRTUALLY FAT FREE, NATURAL, UNSWEET",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7739,"FROMAGE FRAIS VIRTUALLY FAT FREE, FRUIT, NO ARTFICIAL SWEETNER",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7740,"FROMAGE FRAIS MOUSSE, E.G. PETITS FILOUS",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7741,"YOGURT, GREEK STYLE, COWS, NATURAL, WHOLE MILK",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7742,"GREEK YOGURT SHEEP",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7743,"YOGURT, SOYA ALTERNATIVE, FRUIT, NOT FORTIFIED",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7753,"YOGURT FRUIT MOUSSE",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7755,"YOGURT DRINK CONTAINING FRUIT PUREE",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7757,"YOGURT ICE CREAM",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7758,"ICE CREAM REDUCED CALORIE",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7759,"ICE CREAM DESSERTS E.G. WALLS VIENNETTA",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7760,"KULFI INDIAN ICE-CREAM",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7761,"MILK ICE LOLLIES",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7762,"ICE-LOLLIES NOT WITH ADDED VITAMIN C",  104,"Taken from <Environmental impacts of food consumption in Europe - Notarnicola et al 2016> which says in Table 1 <29.8 Per-capita apparent consumption of the food product (as kg/inhabitant p.a.)> and Table 7 <3.1E01 kg CO2eq Results are reported for an average consumption of one EU-27 citizen in one year>. (This is larger than: "assuming the GWP of UK sugar of 0.38 kg CO2 eq./kg (CCaLC, 2013)." - which was in <The global warming potential of production and consumption of Kenyan tea - Adisa Azapagic et al>"
7763,"EGG FRIED WITHOUT FAT",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
7764,"SCOTCH EGG MINI",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
7765,"SCRAMBLED EGG WITHOUT MILK",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
7766,"CURRIED OMELETTE /EGG MASALA",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
7767,"EGG FU YUNG",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
7768,"EGG NOG",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
7769,"EGGY BREAD W/M MILK BLEND OIL",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
7772,"MUSHROOM QUICHE NOT WHOLEMEAL",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
7773,"WELSH RAREBIT MADE WITH WHOLEMEAL TOAST",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
7775,"REDUCED FAT SPREAD (41-62%) NOT POLYUNSATURATED",  882,"Average of CO2e values for Cheese from From Clune et al 2017, multiplied by1"
7777,"CHICKEN, SWEET AND SOUR, NO BONES, WITH SAUCE INC TAKEAWAY",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
7778,"CHICKEN LASAGNE CODE 7778",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
7779,"CHILLI CON CARNE CANNED",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
7780,"BOLOGNESE SAUCE CANNED",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
7782,"MEAT BALLS AND PASTA/BAKED BEANS",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
7784,"SAUSAGES ECONOMY FRIED",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
7785,"SAUSAGES, PORK, ECONOMY, GRILLED",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
7786,"SAUSAGES PORK SKINLESS FRIED",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
7787,"SAUSAGES PORK SKINLESS GRILLED",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
7788,"SAUSAGES PORK AND BEEF FRIED",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
7789,"SAUSAGES PORK & BEEF SKINLESS GRILLED",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
7790,"SAUSAGES BEEF SKINLESS FRIED",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
7791,"SAUSAGES BEEF SKINLESS GRILLED",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
7792,"SAUSAGES PREMIUM PORK FRIED",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
7793,"SAUSAGES, PREMIUM PORK, GRILLED",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
7794,"GRILLSTEAKS LOW FAT GRILLED",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
7795,"GRILLSTEAKS LOW FAT FRIED",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
7796,"PORK PIE BUFFET",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
7798,"COD BAKED OR GRILLED NO BUTTER",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7799,"HADDOCK BAKED OR GRILLED NO BUTTER",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7800,"HADDOCK BAKED OR GRILLED WITH BUTTER",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7801,"HADDOCK NO COATING FRIED IN BLENDED VEG OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7802,"HADDOCK NO COATING FRIED IN BUTTER",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7805,"HADDOCK NO COATING FRIED IN HARD MARGARINE",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7806,"HADDOCK NO COATING FRIED IN PUFA",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7807,"HADDOCK COATED IN BATTER FRIED IN BLEND VEG OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7808,"HADDOCK COATED IN BATTER FRIED IN BLENDED VEG OIL TAKEAWAY",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7811,"HADDOCK IN BATTER FRIED IN PUFA OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
